Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company_Name
Toyota Innova Crysta 2.4,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7.0,16.5,Toyota
Hyundai Grand i10 Asta,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82.0,5.0,5.0,Hyundai
Volkswagen Ameo 1.2 MPI,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198,73.75,5.0,5.4,Volkswagen
Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5.0,2.99,Renault
Honda City 1.5 S,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497,118.0,5.0,4.1,Honda
Hyundai Grand i10 1.2,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5.0,6.76,Hyundai
Volkswagen Polo 1.0 MPI,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75.0,5.0,5.5,Volkswagen
Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,74.0,5.0,5.99,Maruti
Nissan Sunny 2011-2014 Diesel,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5.0,2.59,Nissan
Jaguar XF 2.2 Litre,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.75,Jaguar
Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.5,Maruti
Audi Q5 2008-2012 2.0,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5.0,23.0,Audi
Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5.0,3.35,Ford
Hyundai Santa Fe 4x4,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,10.75,Hyundai
Mahindra Scorpio VLX 2WD,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,120.0,8.0,6.29,Mahindra
Renault Duster 110PS Diesel,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5.0,7.75,Renault
Audi A4 New 2.0,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5.0,13.5,Audi
Maruti Eeco 7 Seater,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73.0,7.0,3.75,Maruti
Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498,112.0,7.0,3.75,Mahindra
Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.5,Maruti
Maruti Wagon R LXI,Chennai,2005,66000,Petrol,Manual,First,14.0,1061,64.0,5.0,1.45,Maruti
Maruti SX4 ZXI MT,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5.0,4.12,Maruti
Toyota Innova Crysta 2.4,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7.0,17.11,Toyota
Toyota Innova 2.5 G,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7.0,10.25,Toyota
Volkswagen Polo Diesel Trendline,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5.0,2.49,Volkswagen
Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5.0,3.85,Toyota
Ford Ecosport 1.5 DV5,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498,89.84,5.0,6.25,Ford
Hyundai Grand i10 CRDi,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.88,Hyundai
Honda City i VTEC,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497,117.3,5.0,9.45,Honda
Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494,102.0,8.0,4.8,Toyota
Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,55.2,5.0,1.99,Hyundai
Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,Hyundai
Mercedes-Benz E-Class 2009-2013 E,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796,185.0,5.0,22.0,Mercedes-Benz
Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7.0,4.3,Mahindra
Skoda Laura Ambition 2.0,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968,138.1,5.0,9.75,Skoda
Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5.0,5.9,Maruti
Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5.0,14.5,Audi
Ford Fiesta 1.4 SXi,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399,68.0,5.0,2.4,Ford
Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586,104.68,5.0,2.11,Maruti
Hyundai Grand i10 AT,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197,82.0,5.0,7.6,Hyundai
Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197,85.8,5.0,3.6,Maruti
Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179,120.0,8.0,6.0,Mahindra
Mahindra Scorpio S4 7,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179,120.0,7.0,7.45,Mahindra
Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,796,46.3,5.0,2.1,Maruti
Renault Duster 110PS Diesel,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461,108.45,5.0,5.2,Renault
Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197,81.8,5.0,6.36,Maruti
Toyota Innova 2.5 ZX,Kochi,2015,59751,Diesel,Manual,First,12.99,2494,100.6,7.0,11.62,Toyota
BMW 7 Series 730Ld,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993,261.49,5.0,43.6,BMW
Hyundai Sonata Embera 2.0L,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991,142.0,5.0,4.9,Hyundai
Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1461,108.45,5.0,6.7,Renault
Maruti Wagon R CNG,Mumbai,2013,54000,CNG,Manual,First,33.54,998,67.04,5.0,3.05,Maruti
Audi A4 2.0 TDI,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.0,Audi
Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956,170.0,5.0,19.05,Jeep
Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396,105.5,5.0,4.5,Hyundai
Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0,1198,86.7,5.0,4.15,Honda
Hyundai Creta 1.6 CRDi,Chennai,2015,41000,Diesel,Manual,First,19.67,1582,126.2,5.0,11.9,Hyundai
Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.1,Hyundai
Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,18.49,1493,100.0,7.0,6.95,Mahindra
Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5,1298,85.8,5.0,2.4,Maruti
Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1495,94.0,5.0,2.65,Hyundai
Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179,140.0,7.0,9.0,Mahindra
Maruti Alto K10 2010-2014,Pune,2012,69000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti
Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1199,79.4,5.0,2.5,Chevrolet
Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698,179.5,5.0,8.95,Audi
Mini Cooper 5 DOOR,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496,113.98,5.0,34.0,Mini
Tata Zest Revotron 1.2T,Chennai,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5.0,4.0,Tata
Honda City i DTEC,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498,98.6,5.0,4.45,Honda
Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199,79.4,5.0,1.5,Chevrolet
Audi A4 2.0 TDI,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968,140.0,5.0,14.5,Audi
Ford Aspire Titanium Plus,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498,99.0,5.0,8.41,Ford
Hyundai Verna SX CRDi,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582,126.32,5.0,5.45,Hyundai
Honda City i VTEC,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.9,Honda
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.65,Hyundai
BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995,190.0,5.0,29.0,BMW
Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968,147.51,5.0,13.5,Audi
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354,152.0,5.0,5.4,Honda
Hyundai Grand i10 1.2,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197,81.86,5.0,5.89,Hyundai
Maruti Ciaz ZDi Plus,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.45,Maruti
Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497,117.3,5.0,4.0,Honda
BMW 6 Series 640d,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,45.0,BMW
Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5.0,3.94,Maruti
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995,148.0,5.0,8.0,Renault
Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399,68.0,5.0,4.1,Ford
Toyota Innova 2.5 V,Chennai,2006,196000,Diesel,Manual,First,12.8,2494,102.0,7.0,6.25,Toyota
Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248,73.75,5.0,5.25,Maruti
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996,362.07,2.0,83.96,Mercedes-Benz
Mercedes-Benz E-Class E 220,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950,194.0,5.0,21.0,Mercedes-Benz
Hyundai Grand i10 1.2,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197,81.86,5.0,4.3,Hyundai
Honda Mobilio S i,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497,117.3,7.0,5.25,Honda
Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806,550.0,5.0,32.0,Porsche
Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493,100.0,7.0,3.9,Mahindra
Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794,125.0,5.0,2.2,Toyota
Mahindra KUV 100 mFALCON,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198,77.0,6.0,3.7,Mahindra
BMW 3 Series 2005-2011,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497,215.0,5.0,11.27,BMW
Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,796,47.3,5.0,2.41,Maruti
Audi Q3 35 TDI,Pune,2015,110000,Diesel,Automatic,First,15.73,1968,174.33,5.0,19.0,Audi
Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364,67.05,5.0,5.8,Toyota
Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179,140.0,7.0,13.52,Mahindra
Toyota Fortuner 4x2 MT,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982,168.7,7.0,24.5,Toyota
Tata Indigo CS Emax,Pune,2014,41000,CNG,Manual,First,24.6,1193,55.23,5.0,3.25,Tata
Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143,201.15,5.0,56.73,Mercedes-Benz
Hyundai Creta 1.6 CRDi,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582,126.2,5.0,9.95,Hyundai
Honda City 1.5 V,Pune,2012,60000,Petrol,Automatic,First,16.8,1497,118.0,5.0,5.5,Honda
Audi A4 35 TDI,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.0,Audi
Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993,60.0,5.0,1.0,Maruti
Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796,46.3,5.0,2.15,Maruti
Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.89,Maruti
Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0,2179,140.0,7.0,10.25,Mahindra
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194,94.68,5.0,6.0,Ford
Hyundai Elite i20 Asta,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5.0,7.53,Hyundai
Mercedes-Benz New C-Class C,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.45,Mercedes-Benz
Honda City i VTEC,Delhi,2014,55000,Petrol,Manual,First,17.8,1497,117.3,5.0,5.84,Honda
Ford EcoSport 1.5 Ti,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499,110.4,5.0,8.65,Ford
Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197,83.1,5.0,7.74,Maruti
Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.5,Hyundai
Toyota Innova 2.5 G,Pune,2007,170428,Diesel,Manual,Second,12.8,2494,102.0,8.0,5.7,Toyota
Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197,83.1,5.0,5.8,Maruti
Audi Q7 3.0 TDI,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967,241.4,7.0,36.5,Audi
Hyundai Santa Fe 2WD,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199,194.3,7.0,9.5,Hyundai
Honda City 1.5 V,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.55,Honda
Hyundai i20 1.4 CRDi,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396,90.0,5.0,3.9,Hyundai
Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6,2523,63.0,7.0,2.7,Mahindra
Toyota Fortuner 2.8 2WD,Pune,2017,29000,Diesel,Automatic,First,12.9,2755,174.5,7.0,31.0,Toyota
BMW 3 Series 2005-2011,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497,215.0,5.0,10.3,BMW
BMW 3 Series 320d,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995,181.0,5.0,7.75,BMW
Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998,67.1,5.0,3.2,Maruti
Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7.0,4.85,Maruti
Land Rover Range Rover,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999,177.0,5.0,34.08,Land
Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52,1248,88.5,7.0,8.1,Maruti
Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396,69.01,5.0,2.35,Tata
Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92,998,67.1,5.0,1.8,Maruti
Hyundai EON D Lite,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814,55.2,5.0,3.42,Hyundai
Ford Endeavour 3.0L 4X4,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953,153.86,7.0,5.34,Ford
Ford Endeavour 2.2 Titanium,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198,158.0,7.0,31.99,Ford
Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.75,Volkswagen
Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373,91.1,5.0,6.1,Maruti
Hyundai EON D Lite,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814,55.2,5.0,3.69,Hyundai
Audi Q5 2.0 TDI,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968,174.3,5.0,15.0,Audi
Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179,140.0,7.0,14.5,Mahindra
Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248,74.0,5.0,5.65,Maruti
Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248,73.9,5.0,2.5,Maruti
Mercedes-Benz New C-Class C,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143,201.15,5.0,38.5,Mercedes-Benz
Renault Duster 110PS Diesel,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461,108.45,5.0,5.49,Renault
Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5.0,3.55,Maruti
Toyota Innova 2.5 VX,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494,100.6,7.0,10.75,Toyota
Hyundai Creta 1.6 SX,Delhi,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5.0,11.0,Hyundai
Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248,88.73,5.0,4.5,Maruti
Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1,2179,140.0,7.0,8.42,Mahindra
Honda City i-VTEC CVT,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497,117.3,5.0,11.6,Honda
Jaguar XF 2.2 Litre,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179,187.7,5.0,33.63,Jaguar
Ford Fiesta 1.4 SXi,Pune,2008,117080,Diesel,Manual,Third,17.8,1399,68.0,5.0,2.25,Ford
BMW 5 Series 523i,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497,150.0,5.0,12.95,BMW
Maruti Swift VDI BSIV,Hyderabad,2010,86514,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,4.25,Maruti
Audi A6 2011-2015 2.0,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968,174.33,5.0,25.02,Audi
Honda Brio 1.2 VX,Kochi,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5.0,3.95,Honda
Honda City 1.5 V,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497,118.0,5.0,4.4,Honda
Volkswagen Polo Petrol Comfortline,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198,73.9,5.0,4.95,Volkswagen
Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05,2179,120.0,8.0,5.5,Mahindra
Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497,116.3,5.0,3.25,Honda
Skoda Rapid 1.6 MPI,Kochi,2013,50004,Petrol,Manual,First,15.0,1598,103.5,5.0,4.02,Skoda
Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179,140.0,7.0,11.73,Mahindra
Volkswagen Jetta 2007-2011 2.0,Chennai,2012,55000,Diesel,Manual,First,15.0,1896,105.0,5.0,9.5,Volkswagen
Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.6,Maruti
Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498,98.6,5.0,4.0,Honda
Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5.0,5.55,Volkswagen
Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796,47.3,5.0,2.5,Maruti
Land Rover Discovery HSE,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993,255.0,7.0,41.6,Land
Honda City i VTEC,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5.0,7.41,Honda
Nissan Terrano XL 110,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461,108.5,5.0,6.5,Nissan
Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7,796,46.3,5.0,1.2,Maruti
Toyota Fortuner 2.8 4WD,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755,174.5,7.0,23.0,Toyota
Hyundai i20 1.4 CRDi,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396,90.0,5.0,2.74,Hyundai
Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20.0,1399,68.0,5.0,3.9,Ford
Maruti Vitara Brezza ZDi,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248,88.5,5.0,8.0,Maruti
Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582,126.32,5.0,4.0,Hyundai
Hyundai Tucson 2.0 Dual,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999,152.88,5.0,17.75,Hyundai
Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248,73.9,5.0,5.05,Maruti
Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984,132.0,5.0,12.0,Audi
Mercedes-Benz E-Class E250 CDI,Kochi,2016,46936,Diesel,Automatic,First,13.0,2143,204.0,5.0,29.6,Mercedes-Benz
Renault Duster 85PS Diesel,Jaipur,2015,55000,Diesel,Manual,First,19.87,1461,83.8,5.0,6.5,Renault
Honda Amaze S AT,Mumbai,2014,19000,Petrol,Automatic,First,15.5,1198,86.7,5.0,4.75,Honda
Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,First,9.0,1984,181.0,5.0,24.36,Volvo
Maruti Swift Dzire 1.2,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197,85.8,5.0,3.2,Maruti
Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998,67.04,5.0,3.6,Maruti
Maruti Omni MPI STD,Coimbatore,2017,15473,Petrol,Manual,First,16.8,796,34.2,5.0,3.58,Maruti
Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5,1248,88.8,5.0,2.5,Maruti
Ford Fiesta Titanium 1.5,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498,90.0,5.0,3.5,Ford
Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16,2494,158.2,5.0,25.0,Toyota
Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998,67.04,5.0,1.75,Maruti
Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.0,Mercedes-Benz
Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.75,Maruti
Honda Jazz 1.2 VX,Hyderabad,2016,31700,Petrol,Manual,First,18.7,1199,88.7,5.0,6.45,Honda
Mahindra Scorpio S10 AT,Pune,2017,66988,Diesel,Automatic,First,15.4,2179,120.0,7.0,10.0,Mahindra
Volkswagen Polo 1.2 MPI,Mumbai,2014,54230,Petrol,Manual,First,16.47,1198,74.0,5.0,4.5,Volkswagen
Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,17.0,1197,80.0,5.0,3.4,Hyundai
Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,12.1,2362,164.7,5.0,4.5,Toyota
Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9,998,67.1,5.0,4.3,Maruti
BMW 5 Series 2013-2017,Pune,2018,7000,Diesel,Automatic,First,18.12,1995,190.0,5.0,46.0,BMW
Maruti Alto K10 VXI,Chennai,2016,57000,Petrol,Automatic,First,24.07,998,67.1,5.0,3.4,Maruti
Mercedes-Benz New C-Class 220,Delhi,2013,40100,Diesel,Automatic,First,14.84,2143,170.0,5.0,14.5,Mercedes-Benz
Maruti Alto 800 2016-2019,Delhi,2013,56000,Petrol,Manual,First,24.7,796,47.3,5.0,2.1,Maruti
Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6,1197,85.8,5.0,3.65,Maruti
Chevrolet Sail Hatchback 1.2,Kolkata,2014,14000,Petrol,Manual,First,18.2,1199,82.5,5.0,3.0,Chevrolet
Hyundai i20 Asta 1.4,Ahmedabad,2009,68000,Diesel,Manual,Second,23.0,1396,90.0,5.0,3.95,Hyundai
Skoda Superb 2.5 TDi,Delhi,2012,83000,Diesel,Automatic,First,11.9,2496,163.2,5.0,6.75,Skoda
Toyota Corolla Altis D-4D,Kochi,2013,81504,Diesel,Manual,First,21.43,1364,87.2,5.0,6.53,Toyota
Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,First,13.0,2982,168.5,7.0,22.0,Toyota
Skoda Rapid 1.6 MPI,Pune,2013,52900,Petrol,Automatic,First,14.3,1598,103.52,5.0,4.75,Skoda
Honda Brio 1.2 VX,Mumbai,2017,20000,Petrol,Automatic,First,16.5,1198,86.8,5.0,5.99,Honda
Volkswagen Polo Petrol Comfortline,Jaipur,2011,46000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.05,Volkswagen
Volkswagen Polo Petrol Comfortline,Delhi,2010,65000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.4,Volkswagen
Maruti Zen Estilo LXI,Pune,2007,42000,Petrol,Manual,Third,18.2,998,67.1,5.0,1.3,Maruti
Toyota Etios Cross 1.4L,Kochi,2016,36681,Diesel,Manual,First,23.59,1364,67.06,5.0,6.71,Toyota
Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1,2179,140.0,7.0,7.2,Mahindra
Hyundai Grand i10 AT,Chennai,2016,18000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.4,Hyundai
Ford Ecosport 1.5 DV5,Kochi,2015,56409,Diesel,Manual,First,22.7,1498,89.84,5.0,6.63,Ford
Maruti Ertiga VXI CNG,Mumbai,2016,65263,CNG,Manual,First,17.5,1373,80.46,7.0,7.5,Maruti
Honda City i-VTEC CVT,Coimbatore,2018,20300,Petrol,Automatic,First,18.0,1497,117.3,5.0,14.21,Honda
Honda City 1.5 V,Kolkata,2010,45008,Petrol,Manual,First,17.0,1497,118.0,5.0,3.0,Honda
Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1,998,67.04,5.0,5.11,Maruti
Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,15.04,1598,103.6,5.0,3.39,Volkswagen
Toyota Innova Crysta 2.8,Hyderabad,2017,35358,Diesel,Automatic,First,11.36,2755,171.5,7.0,22.99,Toyota
Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,18.5,1197,80.0,5.0,2.35,Hyundai
